user_id,mandate_attempt_datetime,day_of_week,hour_of_day,setup_status,failure_reason
U0815,2026-02-01 06:12:00,Sunday,6,Failed,Incorrect_UPI_PIN
U0816,2026-02-22 03:47:00,Sunday,3,Failed,Bank_Timeout
U0817,2026-01-03 15:53:00,Saturday,15,Success,
U0818,2026-01-15 05:12:00,Thursday,5,Failed,Incorrect_UPI_PIN
U0819,2026-01-20 21:46:00,Tuesday,21,Failed,Incorrect_UPI_PIN
U0820,2026-01-06 13:30:00,Tuesday,13,Failed,VPA_Invalid
U0821,2026-01-09 07:32:00,Friday,7,Success,
U0822,2026-02-12 22:21:00,Thursday,22,Failed,VPA_Invalid
U0823,2026-01-05 23:54:00,Monday,23,Success,
U0824,2026-02-28 22:19:00,Saturday,22,Failed,Incorrect_UPI_PIN
U0825,2026-02-04 07:59:00,Wednesday,7,Failed,Incorrect_UPI_PIN
U0826,2026-02-12 01:57:00,Thursday,1,Success,
U0827,2026-01-11 05:07:00,Sunday,5,Failed,VPA_Invalid
U0828,2026-01-11 01:18:00,Sunday,1,Failed,Bank_Timeout
U0829,2026-01-03 09:19:00,Saturday,9,Failed,Incorrect_UPI_PIN
U0830,2026-01-22 15:57:00,Thursday,15,Success,
U0831,2026-02-17 02:36:00,Tuesday,2,Failed,VPA_Invalid
U0832,2026-02-13 17:16:00,Friday,17,Failed,VPA_Invalid
U0833,2026-02-12 16:39:00,Thursday,16,Failed,Incorrect_UPI_PIN
U0834,2026-02-21 00:06:00,Saturday,0,Success,
U0835,2026-02-28 01:52:00,Saturday,1,Failed,Bank_Timeout
U0836,2026-02-26 10:12:00,Thursday,10,Failed,Bank_Timeout
U0837,2026-02-24 07:11:00,Tuesday,7,Success,
U0838,2026-02-10 07:12:00,Tuesday,7,Success,
U0839,2026-02-05 14:22:00,Thursday,14,Success,
U0840,2026-02-11 04:30:00,Wednesday,4,Failed,VPA_Invalid
U0841,2026-01-05 04:25:00,Monday,4,Success,
U0842,2026-02-03 22:33:00,Tuesday,22,Success,
U0843,2026-02-05 00:16:00,Thursday,0,Success,
U0844,2026-01-29 20:15:00,Thursday,20,Success,
U0845,2026-01-02 15:45:00,Friday,15,Failed,Bank_Timeout
U0846,2026-01-14 19:08:00,Wednesday,19,Success,
U0847,2026-01-01 08:10:00,Thursday,8,Failed,Incorrect_UPI_PIN
U0848,2026-02-14 02:20:00,Saturday,2,Failed,Bank_Timeout
U0849,2026-02-27 22:19:00,Friday,22,Failed,Bank_Timeout
U0850,2026-01-19 19:22:00,Monday,19,Failed,Incorrect_UPI_PIN
U0851,2026-02-16 09:08:00,Monday,9,Failed,Incorrect_UPI_PIN
U0852,2026-01-02 15:22:00,Friday,15,Failed,VPA_Invalid
U0853,2026-01-11 04:51:00,Sunday,4,Failed,Incorrect_UPI_PIN
U0854,2026-02-14 20:57:00,Saturday,20,Success,
U0855,2026-02-20 22:13:00,Friday,22,Success,
U0856,2026-02-26 10:40:00,Thursday,10,Success,
U0857,2026-02-16 19:31:00,Monday,19,Failed,VPA_Invalid
U0858,2026-01-26 02:44:00,Monday,2,Failed,Bank_Timeout
U0859,2026-02-02 15:03:00,Monday,15,Failed,VPA_Invalid
U0860,2026-01-30 00:52:00,Friday,0,Failed,Bank_Timeout
U0861,2026-02-27 00:48:00,Friday,0,Failed,Incorrect_UPI_PIN
U0862,2026-02-11 14:38:00,Wednesday,14,Failed,VPA_Invalid
U0863,2026-02-06 18:31:00,Friday,18,Failed,Bank_Timeout
U0864,2026-01-13 11:42:00,Tuesday,11,Failed,Bank_Timeout
U0865,2026-02-24 01:19:00,Tuesday,1,Success,
U0866,2026-02-05 23:08:00,Thursday,23,Failed,VPA_Invalid
U0867,2026-01-27 11:38:00,Tuesday,11,Success,
U0868,2026-03-01 18:12:00,Sunday,18,Failed,Bank_Timeout
U0869,2026-02-24 12:07:00,Tuesday,12,Failed,Incorrect_UPI_PIN
U0870,2026-02-20 23:33:00,Friday,23,Failed,VPA_Invalid
U0871,2026-01-11 03:55:00,Sunday,3,Failed,VPA_Invalid
U0872,2026-01-19 09:05:00,Monday,9,Failed,Bank_Timeout
U0873,2026-01-06 19:16:00,Tuesday,19,Failed,Bank_Timeout
U0874,2026-02-07 17:14:00,Saturday,17,Success,
U0875,2026-01-13 14:17:00,Tuesday,14,Failed,Incorrect_UPI_PIN
U0876,2026-01-21 07:15:00,Wednesday,7,Success,
U0877,2026-01-24 08:55:00,Saturday,8,Failed,Incorrect_UPI_PIN
U0878,2026-02-05 17:47:00,Thursday,17,Failed,Bank_Timeout
U0879,2026-01-29 21:09:00,Thursday,21,Success,
U0880,2026-01-01 13:48:00,Thursday,13,Failed,Bank_Timeout
U0881,2026-01-17 19:40:00,Saturday,19,Success,
U0882,2026-02-28 01:17:00,Saturday,1,Failed,Bank_Timeout
U0883,2026-01-22 04:08:00,Thursday,4,Success,
U0884,2026-02-27 14:18:00,Friday,14,Success,
U0885,2026-02-22 16:15:00,Sunday,16,Failed,Incorrect_UPI_PIN
U0886,2026-02-26 07:25:00,Thursday,7,Failed,VPA_Invalid
U0887,2026-01-27 20:13:00,Tuesday,20,Failed,Bank_Timeout
U0888,2026-01-17 13:41:00,Saturday,13,Success,
U0889,2026-02-21 23:00:00,Saturday,23,Failed,Bank_Timeout
U0890,2026-02-21 01:37:00,Saturday,1,Failed,VPA_Invalid
U0891,2026-02-14 20:27:00,Saturday,20,Failed,Incorrect_UPI_PIN
U0892,2026-02-01 07:33:00,Sunday,7,Failed,VPA_Invalid
U0893,2026-01-08 17:03:00,Thursday,17,Success,
U0894,2026-01-14 20:44:00,Wednesday,20,Success,
U0895,2026-01-29 09:10:00,Thursday,9,Failed,Bank_Timeout
U0896,2026-01-04 17:40:00,Sunday,17,Success,
U0897,2026-01-15 07:09:00,Thursday,7,Failed,Incorrect_UPI_PIN
U0898,2026-02-08 20:26:00,Sunday,20,Success,
U0899,2026-01-26 12:32:00,Monday,12,Success,
U0900,2026-01-14 12:54:00,Wednesday,12,Success,
U0901,2026-02-26 19:47:00,Thursday,19,Success,
U0902,2026-01-20 21:48:00,Tuesday,21,Failed,Bank_Timeout
U0903,2026-02-17 19:35:00,Tuesday,19,Success,
U0904,2026-01-08 05:11:00,Thursday,5,Failed,Incorrect_UPI_PIN
U0905,2026-02-17 20:59:00,Tuesday,20,Success,
U0906,2026-01-24 01:50:00,Saturday,1,Failed,Bank_Timeout
U0907,2026-01-31 06:19:00,Saturday,6,Success,
U0908,2026-01-30 15:16:00,Friday,15,Failed,VPA_Invalid
U0909,2026-02-24 14:08:00,Tuesday,14,Failed,VPA_Invalid
U0910,2026-02-08 11:50:00,Sunday,11,Failed,VPA_Invalid
U0911,2026-02-13 16:22:00,Friday,16,Failed,VPA_Invalid
U0912,2026-01-14 21:23:00,Wednesday,21,Success,
U0913,2026-02-18 12:10:00,Wednesday,12,Failed,Incorrect_UPI_PIN
U0914,2026-01-17 23:38:00,Saturday,23,Success,
U0915,2026-01-13 07:43:00,Tuesday,7,Failed,VPA_Invalid
U0916,2026-02-24 16:25:00,Tuesday,16,Failed,Bank_Timeout
U0917,2026-01-22 05:38:00,Thursday,5,Failed,Incorrect_UPI_PIN
U0918,2026-01-13 18:31:00,Tuesday,18,Failed,Bank_Timeout
U0919,2026-01-28 12:28:00,Wednesday,12,Failed,Bank_Timeout
U0920,2026-01-15 02:31:00,Thursday,2,Failed,Incorrect_UPI_PIN
U0921,2026-01-14 16:26:00,Wednesday,16,Failed,Incorrect_UPI_PIN
U0922,2026-02-20 22:30:00,Friday,22,Success,
U0923,2026-01-22 12:42:00,Thursday,12,Failed,VPA_Invalid
U0924,2026-02-05 13:39:00,Thursday,13,Success,
U0925,2026-01-12 01:04:00,Monday,1,Failed,Bank_Timeout
U0926,2026-01-06 09:59:00,Tuesday,9,Success,
U0927,2026-01-11 23:23:00,Sunday,23,Success,
U0928,2026-02-13 07:44:00,Friday,7,Failed,Bank_Timeout
U0929,2026-01-13 17:25:00,Tuesday,17,Success,
U0930,2026-01-04 13:42:00,Sunday,13,Success,
U0931,2026-01-02 12:49:00,Friday,12,Failed,VPA_Invalid
U0932,2026-01-17 16:00:00,Saturday,16,Success,
U0933,2026-02-01 07:44:00,Sunday,7,Failed,VPA_Invalid
U0934,2026-02-06 09:05:00,Friday,9,Success,
U0935,2026-02-11 09:00:00,Wednesday,9,Failed,Bank_Timeout
U0936,2026-02-24 12:22:00,Tuesday,12,Failed,Incorrect_UPI_PIN
U0937,2026-01-06 13:33:00,Tuesday,13,Failed,Incorrect_UPI_PIN
U0938,2026-01-18 04:37:00,Sunday,4,Success,
U0939,2026-01-17 07:46:00,Saturday,7,Failed,Bank_Timeout
U0940,2026-01-24 14:13:00,Saturday,14,Success,
U0941,2026-02-27 18:51:00,Friday,18,Failed,Incorrect_UPI_PIN
U0942,2026-01-25 19:28:00,Sunday,19,Success,
U0943,2026-02-24 13:07:00,Tuesday,13,Failed,VPA_Invalid
U0944,2026-02-12 11:38:00,Thursday,11,Success,
U0945,2026-02-03 14:17:00,Tuesday,14,Failed,VPA_Invalid
U0946,2026-01-13 11:49:00,Tuesday,11,Success,
U0947,2026-01-25 15:39:00,Sunday,15,Success,
U0948,2026-02-16 09:53:00,Monday,9,Failed,Bank_Timeout
U0949,2026-01-05 15:08:00,Monday,15,Failed,VPA_Invalid
U0950,2026-02-15 14:16:00,Sunday,14,Failed,Bank_Timeout
U0951,2026-02-08 11:04:00,Sunday,11,Success,
U0952,2026-02-10 12:15:00,Tuesday,12,Success,
U0953,2026-02-10 00:41:00,Tuesday,0,Failed,Bank_Timeout
U0954,2026-02-20 11:05:00,Friday,11,Success,
U0955,2026-01-26 17:14:00,Monday,17,Failed,VPA_Invalid
U0956,2026-02-01 13:13:00,Sunday,13,Failed,VPA_Invalid
U0957,2026-02-18 23:03:00,Wednesday,23,Failed,Bank_Timeout
U0958,2026-01-22 01:27:00,Thursday,1,Failed,VPA_Invalid
U0959,2026-01-16 00:39:00,Friday,0,Success,
U0960,2026-01-15 12:41:00,Thursday,12,Failed,Incorrect_UPI_PIN
U0961,2026-01-14 09:33:00,Wednesday,9,Failed,Bank_Timeout
U0962,2026-02-22 14:01:00,Sunday,14,Failed,Incorrect_UPI_PIN
U0963,2026-02-01 22:48:00,Sunday,22,Failed,Bank_Timeout
U0964,2026-02-02 17:49:00,Monday,17,Success,
U0965,2026-02-13 03:58:00,Friday,3,Failed,Bank_Timeout
U0966,2026-02-01 06:04:00,Sunday,6,Failed,Bank_Timeout
U0967,2026-01-18 04:45:00,Sunday,4,Failed,Bank_Timeout
U0968,2026-01-02 16:39:00,Friday,16,Failed,VPA_Invalid
U0969,2026-02-10 21:34:00,Tuesday,21,Success,
U0970,2026-02-25 14:20:00,Wednesday,14,Success,
U0971,2026-01-14 18:37:00,Wednesday,18,Success,
U0972,2026-01-01 20:25:00,Thursday,20,Failed,Incorrect_UPI_PIN
U0973,2026-02-23 07:23:00,Monday,7,Failed,Incorrect_UPI_PIN
U0974,2026-01-04 21:33:00,Sunday,21,Failed,Incorrect_UPI_PIN
U0975,2026-01-06 04:13:00,Tuesday,4,Success,
U0976,2026-02-13 03:19:00,Friday,3,Failed,VPA_Invalid
U0977,2026-02-18 11:40:00,Wednesday,11,Success,
U0978,2026-02-19 01:27:00,Thursday,1,Success,
U0979,2026-02-15 02:03:00,Sunday,2,Success,
U0980,2026-02-26 00:23:00,Thursday,0,Failed,Incorrect_UPI_PIN
U0981,2026-02-15 13:04:00,Sunday,13,Success,
U0982,2026-02-21 10:13:00,Saturday,10,Failed,VPA_Invalid
U0983,2026-02-18 12:14:00,Wednesday,12,Success,
U0984,2026-02-17 06:52:00,Tuesday,6,Success,
U0985,2026-01-18 05:48:00,Sunday,5,Failed,VPA_Invalid
U0986,2026-01-01 08:12:00,Thursday,8,Failed,Incorrect_UPI_PIN
U0987,2026-01-16 12:41:00,Friday,12,Success,
U0988,2026-02-01 20:53:00,Sunday,20,Success,
U0989,2026-01-18 00:57:00,Sunday,0,Success,
U0990,2026-02-23 22:18:00,Monday,22,Success,
U0991,2026-01-18 03:32:00,Sunday,3,Success,
U0992,2026-01-14 10:58:00,Wednesday,10,Failed,Incorrect_UPI_PIN
U0993,2026-01-24 04:51:00,Saturday,4,Failed,VPA_Invalid
U0994,2026-02-15 01:08:00,Sunday,1,Success,
U0995,2026-01-24 22:15:00,Saturday,22,Success,
U0996,2026-02-19 01:08:00,Thursday,1,Failed,Bank_Timeout
U0997,2026-01-25 04:25:00,Sunday,4,Success,
U0998,2026-01-26 01:33:00,Monday,1,Success,
U0999,2026-03-01 00:37:00,Sunday,0,Failed,Incorrect_UPI_PIN
U1000,2026-02-07 01:27:00,Saturday,1,Failed,Incorrect_UPI_PIN
U1001,2026-01-08 13:10:00,Thursday,13,Failed,Bank_Timeout
U1002,2026-02-17 14:15:00,Tuesday,14,Failed,VPA_Invalid
U1003,2026-01-20 20:00:00,Tuesday,20,Failed,Bank_Timeout
U1004,2026-01-11 22:22:00,Sunday,22,Failed,Bank_Timeout
U1005,2026-02-13 19:26:00,Friday,19,Failed,VPA_Invalid
U1006,2026-01-11 04:22:00,Sunday,4,Failed,VPA_Invalid
U1007,2026-02-18 11:33:00,Wednesday,11,Failed,VPA_Invalid
U1008,2026-02-18 11:32:00,Wednesday,11,Failed,Bank_Timeout
U1009,2026-02-08 19:10:00,Sunday,19,Success,
U1010,2026-02-04 22:01:00,Wednesday,22,Success,
U1011,2026-02-18 09:29:00,Wednesday,9,Success,
U1012,2026-02-01 03:28:00,Sunday,3,Success,
U1013,2026-01-27 09:08:00,Tuesday,9,Success,
U1014,2026-01-03 06:22:00,Saturday,6,Success,
U1015,2026-02-22 03:18:00,Sunday,3,Failed,Bank_Timeout
U1016,2026-02-04 16:12:00,Wednesday,16,Failed,Incorrect_UPI_PIN
U1017,2026-02-24 23:11:00,Tuesday,23,Failed,Bank_Timeout
U1018,2026-01-11 12:46:00,Sunday,12,Failed,Bank_Timeout
U1019,2026-01-11 22:59:00,Sunday,22,Success,
U1020,2026-01-26 16:15:00,Monday,16,Success,
U1021,2026-01-02 09:21:00,Friday,9,Failed,Bank_Timeout
U1022,2026-01-24 23:10:00,Saturday,23,Failed,VPA_Invalid
U1023,2026-01-07 09:25:00,Wednesday,9,Failed,Bank_Timeout
U1024,2026-02-27 09:02:00,Friday,9,Failed,Bank_Timeout
U1025,2026-02-28 01:15:00,Saturday,1,Failed,VPA_Invalid
U1026,2026-01-29 16:40:00,Thursday,16,Failed,Incorrect_UPI_PIN
U1027,2026-02-24 18:13:00,Tuesday,18,Success,
U1028,2026-02-21 20:32:00,Saturday,20,Success,
U1029,2026-01-18 21:43:00,Sunday,21,Success,
U1030,2026-02-17 19:32:00,Tuesday,19,Success,
U1031,2026-01-17 19:07:00,Saturday,19,Success,
U1032,2026-02-17 07:57:00,Tuesday,7,Failed,Incorrect_UPI_PIN
U1033,2026-01-27 12:09:00,Tuesday,12,Success,
U1034,2026-01-29 23:04:00,Thursday,23,Failed,VPA_Invalid
U1035,2026-02-06 09:07:00,Friday,9,Success,
U1036,2026-01-17 02:55:00,Saturday,2,Failed,VPA_Invalid
U1037,2026-01-02 15:52:00,Friday,15,Failed,Incorrect_UPI_PIN
U1038,2026-01-20 21:16:00,Tuesday,21,Success,
U1039,2026-01-09 14:46:00,Friday,14,Success,
U1040,2026-02-10 06:54:00,Tuesday,6,Failed,Incorrect_UPI_PIN
U1041,2026-02-24 01:03:00,Tuesday,1,Failed,VPA_Invalid
U1042,2026-02-10 21:02:00,Tuesday,21,Success,
U1043,2026-01-06 15:09:00,Tuesday,15,Failed,Incorrect_UPI_PIN
U1044,2026-01-11 15:57:00,Sunday,15,Failed,VPA_Invalid
U1045,2026-01-07 16:49:00,Wednesday,16,Failed,VPA_Invalid
U1046,2026-01-25 19:51:00,Sunday,19,Failed,Incorrect_UPI_PIN
U1047,2026-01-10 20:08:00,Saturday,20,Success,
U1048,2026-02-03 01:31:00,Tuesday,1,Success,
U1049,2026-01-25 04:59:00,Sunday,4,Success,
U1050,2026-02-11 09:43:00,Wednesday,9,Failed,Incorrect_UPI_PIN
U1051,2026-01-28 11:04:00,Wednesday,11,Failed,Bank_Timeout
U1052,2026-02-23 19:34:00,Monday,19,Success,
U1053,2026-01-07 04:58:00,Wednesday,4,Failed,VPA_Invalid
U1054,2026-01-06 19:52:00,Tuesday,19,Success,
U1055,2026-02-09 03:16:00,Monday,3,Failed,Bank_Timeout
U1056,2026-01-14 05:18:00,Wednesday,5,Failed,VPA_Invalid
U1057,2026-02-11 22:36:00,Wednesday,22,Failed,Bank_Timeout
U1058,2026-02-14 19:46:00,Saturday,19,Failed,Bank_Timeout
U1059,2026-01-02 07:42:00,Friday,7,Failed,Incorrect_UPI_PIN
U1060,2026-01-22 18:07:00,Thursday,18,Failed,Incorrect_UPI_PIN
U1061,2026-02-03 02:56:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U1062,2026-02-18 09:55:00,Wednesday,9,Success,
U1063,2026-02-07 21:59:00,Saturday,21,Success,
U1064,2026-01-28 02:21:00,Wednesday,2,Success,
U1065,2026-01-07 06:31:00,Wednesday,6,Success,
U1066,2026-01-30 17:27:00,Friday,17,Failed,Bank_Timeout
U1067,2026-02-08 05:44:00,Sunday,5,Failed,Incorrect_UPI_PIN
U1068,2026-01-25 15:21:00,Sunday,15,Failed,Incorrect_UPI_PIN
U1069,2026-01-22 18:01:00,Thursday,18,Failed,Bank_Timeout
U1070,2026-01-24 01:36:00,Saturday,1,Failed,Incorrect_UPI_PIN
U1071,2026-01-06 17:15:00,Tuesday,17,Failed,Incorrect_UPI_PIN
U1072,2026-02-24 19:50:00,Tuesday,19,Success,
U1073,2026-01-04 11:55:00,Sunday,11,Failed,Incorrect_UPI_PIN
U1074,2026-01-28 16:33:00,Wednesday,16,Failed,Bank_Timeout
U1075,2026-01-24 23:31:00,Saturday,23,Failed,VPA_Invalid
U1076,2026-01-31 20:06:00,Saturday,20,Success,
U1077,2026-02-22 22:56:00,Sunday,22,Success,
U1078,2026-01-12 04:37:00,Monday,4,Failed,VPA_Invalid
U1079,2026-01-24 18:19:00,Saturday,18,Failed,Incorrect_UPI_PIN
U1080,2026-01-23 05:58:00,Friday,5,Failed,VPA_Invalid
U1081,2026-02-06 15:28:00,Friday,15,Failed,VPA_Invalid
U1082,2026-01-16 22:26:00,Friday,22,Failed,Incorrect_UPI_PIN
U1083,2026-02-12 18:34:00,Thursday,18,Failed,Bank_Timeout
U1084,2026-02-08 00:14:00,Sunday,0,Failed,Incorrect_UPI_PIN
U1085,2026-01-25 02:20:00,Sunday,2,Success,
U1086,2026-01-16 20:29:00,Friday,20,Failed,VPA_Invalid
U1087,2026-02-04 12:20:00,Wednesday,12,Failed,VPA_Invalid
U1088,2026-02-25 05:17:00,Wednesday,5,Failed,VPA_Invalid
U1089,2026-02-23 16:22:00,Monday,16,Success,
U1090,2026-01-02 08:32:00,Friday,8,Failed,Incorrect_UPI_PIN
U1091,2026-02-17 05:05:00,Tuesday,5,Failed,VPA_Invalid
U1092,2026-01-24 14:50:00,Saturday,14,Success,
U1093,2026-01-17 02:48:00,Saturday,2,Failed,Incorrect_UPI_PIN
U1094,2026-02-03 02:07:00,Tuesday,2,Failed,VPA_Invalid
U1095,2026-01-26 11:45:00,Monday,11,Failed,Incorrect_UPI_PIN
U1096,2026-01-17 23:18:00,Saturday,23,Success,
U1097,2026-02-15 00:25:00,Sunday,0,Success,
U1098,2026-02-06 01:33:00,Friday,1,Success,
U1099,2026-02-14 01:35:00,Saturday,1,Failed,Incorrect_UPI_PIN
U1100,2026-01-07 07:27:00,Wednesday,7,Success,
U1101,2026-01-08 01:57:00,Thursday,1,Failed,Incorrect_UPI_PIN
U1102,2026-01-13 13:56:00,Tuesday,13,Success,
U1103,2026-01-18 21:20:00,Sunday,21,Success,
U1104,2026-03-01 14:09:00,Sunday,14,Failed,Incorrect_UPI_PIN
U1105,2026-02-19 11:41:00,Thursday,11,Failed,Incorrect_UPI_PIN
U1106,2026-01-19 11:00:00,Monday,11,Success,
U1107,2026-01-27 01:02:00,Tuesday,1,Failed,Bank_Timeout
U1108,2026-02-14 20:28:00,Saturday,20,Success,
U1109,2026-01-04 15:45:00,Sunday,15,Failed,Incorrect_UPI_PIN
U1110,2026-02-10 21:12:00,Tuesday,21,Failed,Bank_Timeout
U1111,2026-01-27 19:57:00,Tuesday,19,Failed,Incorrect_UPI_PIN
U1112,2026-02-25 14:37:00,Wednesday,14,Failed,Incorrect_UPI_PIN
U1113,2026-01-22 16:15:00,Thursday,16,Success,
U1114,2026-01-20 01:24:00,Tuesday,1,Failed,Bank_Timeout
U1115,2026-02-22 12:07:00,Sunday,12,Failed,Bank_Timeout
U1116,2026-02-20 13:29:00,Friday,13,Failed,Incorrect_UPI_PIN
U1117,2026-01-27 22:35:00,Tuesday,22,Success,
U1118,2026-01-12 16:14:00,Monday,16,Success,
U1119,2026-01-06 14:53:00,Tuesday,14,Failed,Incorrect_UPI_PIN
U1120,2026-02-06 11:15:00,Friday,11,Success,
U1121,2026-02-11 06:30:00,Wednesday,6,Failed,VPA_Invalid
U1122,2026-02-06 02:18:00,Friday,2,Success,
U1123,2026-02-04 06:51:00,Wednesday,6,Success,
U1124,2026-01-31 17:06:00,Saturday,17,Failed,VPA_Invalid
U1125,2026-01-02 15:03:00,Friday,15,Failed,Incorrect_UPI_PIN
U1126,2026-01-21 11:53:00,Wednesday,11,Failed,Incorrect_UPI_PIN
U1127,2026-02-10 14:44:00,Tuesday,14,Success,
U1128,2026-02-28 15:24:00,Saturday,15,Success,
U1129,2026-02-10 03:01:00,Tuesday,3,Failed,VPA_Invalid
U1130,2026-02-22 20:52:00,Sunday,20,Failed,Bank_Timeout
U1131,2026-02-17 22:56:00,Tuesday,22,Failed,Incorrect_UPI_PIN
U1132,2026-01-11 21:21:00,Sunday,21,Failed,Incorrect_UPI_PIN
U1133,2026-02-02 19:23:00,Monday,19,Failed,Incorrect_UPI_PIN
U1134,2026-01-20 09:11:00,Tuesday,9,Failed,VPA_Invalid
U1135,2026-02-28 12:20:00,Saturday,12,Failed,Incorrect_UPI_PIN
U1136,2026-01-27 13:26:00,Tuesday,13,Failed,VPA_Invalid
U1137,2026-02-24 13:38:00,Tuesday,13,Success,
U1138,2026-01-28 19:42:00,Wednesday,19,Success,
U1139,2026-01-04 11:30:00,Sunday,11,Failed,VPA_Invalid
U1140,2026-01-28 06:24:00,Wednesday,6,Success,
U1141,2026-02-17 23:18:00,Tuesday,23,Success,
U1142,2026-02-08 11:21:00,Sunday,11,Success,
U1143,2026-01-07 23:53:00,Wednesday,23,Failed,VPA_Invalid
U1144,2026-02-16 13:05:00,Monday,13,Success,
U1145,2026-01-14 23:59:00,Wednesday,23,Success,
U1146,2026-02-11 12:34:00,Wednesday,12,Failed,Incorrect_UPI_PIN
U1147,2026-01-20 20:33:00,Tuesday,20,Failed,Bank_Timeout
U1148,2026-02-02 18:07:00,Monday,18,Success,
U1149,2026-01-15 12:36:00,Thursday,12,Success,
U1150,2026-01-29 14:28:00,Thursday,14,Success,
U1151,2026-02-14 00:22:00,Saturday,0,Success,
U1152,2026-01-11 20:30:00,Sunday,20,Success,
U1153,2026-01-03 21:54:00,Saturday,21,Success,
U1154,2026-01-02 20:05:00,Friday,20,Success,
U1155,2026-02-24 04:55:00,Tuesday,4,Success,
U1156,2026-01-27 00:51:00,Tuesday,0,Success,
U1157,2026-01-08 12:39:00,Thursday,12,Success,
U1158,2026-01-08 09:33:00,Thursday,9,Failed,Incorrect_UPI_PIN
U1159,2026-02-19 21:07:00,Thursday,21,Success,
U1160,2026-01-11 20:19:00,Sunday,20,Success,
U1161,2026-02-06 16:38:00,Friday,16,Failed,Bank_Timeout
U1162,2026-02-28 15:19:00,Saturday,15,Success,
U1163,2026-02-26 16:00:00,Thursday,16,Success,
U1164,2026-01-27 05:53:00,Tuesday,5,Success,
U1165,2026-01-21 02:15:00,Wednesday,2,Failed,VPA_Invalid
U1166,2026-02-12 02:16:00,Thursday,2,Failed,VPA_Invalid
U1167,2026-01-20 17:42:00,Tuesday,17,Failed,VPA_Invalid
U1168,2026-02-01 21:05:00,Sunday,21,Success,
U1169,2026-01-10 15:21:00,Saturday,15,Success,
U1170,2026-02-23 06:44:00,Monday,6,Failed,Incorrect_UPI_PIN
U1171,2026-01-15 21:31:00,Thursday,21,Success,
U1172,2026-02-23 01:29:00,Monday,1,Success,
U1173,2026-02-01 11:46:00,Sunday,11,Success,
U1174,2026-01-29 02:57:00,Thursday,2,Success,
U1175,2026-02-01 02:02:00,Sunday,2,Success,
U1176,2026-02-06 03:31:00,Friday,3,Success,
U1177,2026-02-21 06:36:00,Saturday,6,Failed,Bank_Timeout
U1178,2026-02-28 19:13:00,Saturday,19,Success,
U1179,2026-01-19 03:01:00,Monday,3,Success,
U1180,2026-01-13 14:11:00,Tuesday,14,Success,
U1181,2026-01-11 20:29:00,Sunday,20,Success,
U1182,2026-01-18 23:48:00,Sunday,23,Failed,VPA_Invalid
U1183,2026-02-08 05:16:00,Sunday,5,Success,
U1184,2026-01-04 14:50:00,Sunday,14,Success,
U1185,2026-02-02 09:30:00,Monday,9,Success,
U1186,2026-02-04 04:32:00,Wednesday,4,Failed,Incorrect_UPI_PIN
U1187,2026-01-11 21:17:00,Sunday,21,Success,
U1188,2026-02-22 18:03:00,Sunday,18,Success,
U1189,2026-02-27 22:12:00,Friday,22,Success,
U1190,2026-01-25 15:06:00,Sunday,15,Success,
U1191,2026-01-18 23:07:00,Sunday,23,Success,
U1192,2026-02-24 23:54:00,Tuesday,23,Success,
U1193,2026-02-13 01:15:00,Friday,1,Failed,Bank_Timeout
U1194,2026-01-20 00:33:00,Tuesday,0,Failed,Incorrect_UPI_PIN
U1195,2026-01-07 03:47:00,Wednesday,3,Success,
U1196,2026-02-11 06:55:00,Wednesday,6,Success,
U1197,2026-02-05 02:47:00,Thursday,2,Success,
U1198,2026-02-15 01:33:00,Sunday,1,Failed,Incorrect_UPI_PIN
U1199,2026-01-08 03:41:00,Thursday,3,Success,
U1200,2026-01-10 08:08:00,Saturday,8,Failed,Incorrect_UPI_PIN
U1201,2026-01-02 05:25:00,Friday,5,Success,
U1202,2026-02-14 08:19:00,Saturday,8,Failed,VPA_Invalid
U1203,2026-02-25 02:37:00,Wednesday,2,Success,
U1204,2026-01-22 14:43:00,Thursday,14,Success,
U1205,2026-02-11 10:12:00,Wednesday,10,Success,
U1206,2026-02-27 20:35:00,Friday,20,Failed,Incorrect_UPI_PIN
U1207,2026-02-06 11:36:00,Friday,11,Failed,VPA_Invalid
U1208,2026-02-24 08:44:00,Tuesday,8,Success,
U1209,2026-02-04 19:05:00,Wednesday,19,Failed,Bank_Timeout
U1210,2026-01-17 21:58:00,Saturday,21,Failed,VPA_Invalid
U1211,2026-01-22 17:10:00,Thursday,17,Failed,Incorrect_UPI_PIN
U1212,2026-01-22 17:47:00,Thursday,17,Failed,Bank_Timeout
U1213,2026-02-08 09:11:00,Sunday,9,Failed,VPA_Invalid
U1214,2026-02-23 11:10:00,Monday,11,Failed,VPA_Invalid
U1215,2026-01-23 20:33:00,Friday,20,Success,
U1216,2026-02-14 14:39:00,Saturday,14,Failed,VPA_Invalid
U1217,2026-02-12 23:32:00,Thursday,23,Success,
U1218,2026-01-28 04:01:00,Wednesday,4,Success,
U1219,2026-01-05 07:36:00,Monday,7,Failed,Bank_Timeout
U1220,2026-02-12 11:34:00,Thursday,11,Success,
U1221,2026-02-14 02:26:00,Saturday,2,Failed,Bank_Timeout
U1222,2026-02-07 12:49:00,Saturday,12,Failed,Bank_Timeout
U1223,2026-02-13 01:21:00,Friday,1,Failed,Bank_Timeout
